Education Type,Industry,Age,CoW,Education,Marital,Occupation,PoB,Hours,Sex,Race,State,Income,Log Income,Rank,Log Rank
Bachelor's degree,LGL,51, Private Employee,21,Married,3255,non US,32,Male,non White,Massachusetts,88000,11.38509209,781,6.66057515
post-high-school,LGL,37,Government Employee,19,Divorced,4220,US,40,Male,White,California,53000,10.87804719,1697,7.436617265
post-high-school,LGL,57, Private Employee,18,Divorced,4700,US,40,Male,White,Georgia,34000,10.4341158,2789,7.933438388
Bachelor's degree,LGL,59, Private Employee,21,Married,2310,US,50,Female,non White,New Mexico,47000,10.75790288,2025,7.61332498
Associate's degree,LGL,60, Private Employee,20,Married,8730,US,40,Male,White,Alabama,87000,11.3736634,795,6.678342115
Bachelor's degree,LGL,43, Private Employee,21,Married,4760,US,50,Female,White,Puerto Rico,39300,10.5789798,2490,7.820037989
high-school,CMS,50,Government Employee,17,One of Single,2014,US,45,Female,White,Virginia,56000,10.93310697,1595,7.374629015
high-school,LGL,62, Private Employee,16,Married,9130,US,50,Male,White,Nebraska,100050,11.51342534,591,6.381816017
Master's degree,BUS,46, Private Employee,22,One of Single,705,US,45,Female,White,North Carolina,50200,10.82377031,1782,7.485491608
post-high-school,LGL,62, Private Employee,19,Married,4850,US,25,Male,White,Texas,20150,9.910959567,3647,8.201660191
Bachelor's degree,LGL,60, Private Employee,21,Divorced,2751,US,50,Male,White,New York,81060,11.3029449,879,6.778784898
Bachelor's degree,ENG,47,Self-Employed,21,Married,1530,US,60,Male,White,Washington,72200,11.18719532,1089,6.993015123
post-high-school,LGL,61, Private Employee,18,Married,3255,US,36,Female,White,Iowa,55500,10.9241383,1624,7.392647521
no diploma,LGL,60, Private Employee,1,Married,4210,non US,60,Male,White,Illinois,28000,10.23995979,3129,8.048468744
high-school,LGL,56,Government Employee,16,Married,5240,US,36,Female,non White,Pennsylvania,54000,10.89673933,1679,7.425953657
Associate's degree,LGL,54, Private Employee,20,Married,5860,US,28,Female,White,New York,5400,8.594154233,4571,8.427487278
Bachelor's degree,MGR,42,Self-Employed,21,Married,10,US,96,Female,non White,California,70000,11.15625052,1135,7.03438793
Bachelor's degree,LGL,23, Private Employee,21,One of Single,3640,US,40,Female,White,New York,20000,9.903487553,3651,8.202756382
Master's degree,CMM,35, Private Employee,22,Married,1006,non US,40,Male,non White,Pennsylvania,68600,11.13604781,1206,7.095064377
post-high-school,LGL,58, Private Employee,19,Married,6200,US,50,Male,White,Utah,55500,10.9241383,1624,7.392647521
high-school,LGL,56, Private Employee,16,Divorced,6050,US,40,Male,White,Wisconsin,49000,10.79957558,1937,7.568895663
post-high-school,LGL,21, Private Employee,19,One of Single,4020,US,30,Male,White,Florida,8000,8.987196821,4405,8.390495538
no diploma,LGL,17, Private Employee,14,One of Single,4720,US,18,Female,non White,California,3700,8.216088099,4694,8.454040376
high-school,LGL,31,Self-Employed,16,One of Single,4251,US,18,Male,White,Texas,8600,9.059517482,4388,8.386628821
Bachelor's degree,LGL,61,Self-Employed,21,Married,4210,US,40,Male,White,Georgia,120000,11.69524702,415,6.02827852
post-high-school,MGR,26, Private Employee,19,One of Single,420,US,40,Female,White,California,2000,7.60090246,4811,8.478660242
post-high-school,LGL,34, Private Employee,19,Married,8800,non US,40,Male,non White,Puerto Rico,16000,9.680344001,3918,8.273336599
Master's degree,LGL,44,Self-Employed,22,Married,2810,US,50,Female,White,Wisconsin,57000,10.95080655,1564,7.355001921
Doctorate degree,LGL,58,Government Employee,24,One of Single,2205,non US,50,Female,White,Alabama,134700,11.81080536,344,5.840641657
post-high-school,CMS,21, Private Employee,19,One of Single,2016,US,18,Male,non White,California,4200,8.342839804,4657,8.446126743
Associate's degree,LGL,56, Private Employee,20,Married,3323,non US,40,Male,White,Florida,60020,11.00243312,1406,7.248504072
Master's degree,CMM,30, Private Employee,22,One of Single,1031,non US,40,Male,non White,Virginia,57000,10.95080655,1564,7.355001921
Master's degree,CMM,31, Private Employee,22,One of Single,1105,non US,45,Male,White,New York,120000,11.69524702,415,6.02827852
high-school,MGR,44, Private Employee,16,Married,20,US,50,Male,White,Pennsylvania,120000,11.69524702,415,6.02827852
Doctorate degree,LGL,52,Government Employee,24,Divorced,2310,US,45,Female,White,Tennesse,41000,10.62132735,2315,7.747164967
Bachelor's degree,FIN,38, Private Employee,21,Married,860,US,70,Male,White,Arizona,412000,12.92877863,60,4.094344562
high-school,LGL,46, Private Employee,16,Married,5600,US,75,Male,White,Massachusetts,58000,10.96819829,1532,7.33432935
Doctorate degree,SCI,40, Private Employee,24,Married,1650,non US,40,Male,non White,Maryland,502000,13.1263554,22,3.091042453
post-high-school,LGL,55,Government Employee,19,Divorced,9121,US,40,Female,non White,Maryland,30000,10.30895266,2949,7.989221409
Bachelor's degree,LGL,24, Private Employee,21,One of Single,5120,US,40,Female,White,Tennesse,10000,9.210340372,4271,8.359603271
Master's degree,LGL,69, Private Employee,22,One of Single,4030,US,25,Male,White,Ohio,26400,10.18111929,3233,8.081165778
Master's degree,ENG,34, Private Employee,22,Married,1400,non US,40,Male,non White,California,100000,11.51292546,592,6.383506635
post-high-school,LGL,51, Private Employee,19,Married,6200,US,48,Male,White,Arizona,65000,11.08214255,1263,7.141245122
high-school,FIN,57, Private Employee,16,Married,800,US,40,Female,White,Ohio,43000,10.66895539,2221,7.705712824
Bachelor's degree,LGL,24, Private Employee,21,One of Single,4020,US,32,Female,White,Minnesota,18000,9.798127037,3810,8.245384468
high-school,LGL,34,Self-Employed,16,One of Single,4350,non US,4,Female,White,California,4800,8.476371197,4630,8.440312147
Bachelor's degree,LGL,47, Private Employee,21,One of Single,2850,US,40,Male,White,California,77000,11.2515607,979,6.886531643
Professional degree,LGL,43,Self-Employed,23,Married,3090,US,50,Female,White,Illinois,373000,12.8293337,68,4.219507705
Associate's degree,MGR,40,Government Employee,20,Married,136,US,40,Male,White,Kentucky,65000,11.08214255,1263,7.141245122
high-school,LGL,29, Private Employee,16,One of Single,8100,non US,40,Male,non White,Oregon,40000,10.59663473,2353,7.763446389
post-high-school,LGL,25, Private Employee,18,One of Single,9620,US,25,Female,non White,Alabama,14900,9.609116492,4038,8.303504799
Bachelor's degree,LGL,27, Private Employee,21,One of Single,5740,US,40,Female,non White,Maryland,26000,10.16585182,3241,8.083637203
high-school,LGL,24,Government Employee,16,One of Single,3870,US,20,Male,White,Indiana,5200,8.556413905,4579,8.429235913
high-school,LGL,19, Private Employee,17,One of Single,6260,US,40,Male,non White,Arizona,2300,7.740664402,4801,8.476579509
Bachelor's degree,LGL,40, Private Employee,21,Married,4040,US,5,Female,White,Florida,3000,8.006367568,4724,8.460411177
no diploma,LGL,33, Private Employee,8,One of Single,6200,non US,50,Male,non White,Delaware,55000,10.91508846,1632,7.397561536
post-high-school,MGR,34, Private Employee,19,Married,440,US,49,Male,White,Kansas,37200,10.52406404,2592,7.860185057
post-high-school,LGL,51, Private Employee,19,Divorced,5240,US,40,Female,White,Minnesota,48000,10.77895629,1970,7.585788822
Bachelor's degree,LGL,56,Self-Employed,21,Married,2330,US,30,Male,White,Maine,15000,9.61580548,3962,8.284504227
Bachelor's degree,LGL,37, Private Employee,21,Married,4255,US,40,Male,White,Indiana,44000,10.69194491,2183,7.688455357
no diploma,LGL,56, Private Employee,14,One of Single,4220,US,40,Male,non White,Florida,28900,10.27159687,3109,8.04205641
Bachelor's degree,SCI,67, Private Employee,21,Married,1600,US,50,Male,White,Nebraska,65000,11.08214255,1263,7.141245122
Master's degree,LGL,65, Private Employee,22,Divorced,3421,US,40,Male,White,Arizona,50000,10.81977828,1785,7.487173694
Professional degree,FIN,44, Private Employee,23,Married,850,US,60,Male,White,Florida,496000,13.11433121,26,3.258096538
post-high-school,LGL,49, Private Employee,18,Divorced,4920,US,20,Female,White,New Jersey,20000,9.903487553,3651,8.202756382
no diploma,LGL,57, Private Employee,1,Married,6330,US,40,Male,White,Arizona,60000,11.00209984,1409,7.250635512
high-school,BUS,53, Private Employee,16,Divorced,540,US,38,Female,White,Georgia,45000,10.71441777,2100,7.649692624
Associate's degree,LGL,43, Private Employee,20,Married,3255,US,70,Female,White,Florida,119000,11.68687877,458,6.126869184
Master's degree,ENG,27,Government Employee,22,One of Single,1530,non US,40,Male,non White,Georgia,60000,11.00209984,1409,7.250635512
Master's degree,MGR,67,Government Employee,22,Married,440,US,55,Male,White,North Carolina,253400,12.44272455,109,4.691347882
Master's degree,LGL,49,Self-Employed,22,One of Single,4820,US,60,Male,White,Colorado,320000,12.67607627,82,4.406719247
post-high-school,LGL,30, Private Employee,19,Separated,5510,US,55,Male,non White,Texas,35000,10.46310334,2685,7.895436007
Associate's degree,LGL,44,Government Employee,20,One of Single,2310,US,32,Female,non White,New York,40000,10.59663473,2353,7.763446389
Associate's degree,MGR,25, Private Employee,20,One of Single,310,US,39,Female,non White,Illinois,9700,9.179881164,4346,8.377011161
high-school,LGL,43, Private Employee,16,Married,5510,US,40,Male,White,Illinois,32000,10.37349118,2855,7.956827122
post-high-school,LGL,57, Private Employee,18,Married,4920,US,40,Female,White,North Carolina,150000,11.91839057,275,5.616771098
Bachelor's degree,MGR,63, Private Employee,21,Married,420,US,50,Female,White,Minnesota,80500,11.29601246,884,6.784457063
post-high-school,LGL,32, Private Employee,18,One of Single,5610,US,40,Male,White,Missouri,32000,10.37349118,2855,7.956827122
Bachelor's degree,LGL,71,Government Employee,21,Widowed,2545,US,8,Female,White,Arizona,39000,10.57131693,2499,7.823645931
post-high-school,LGL,20,Government Employee,18,One of Single,5160,US,20,Female,White,Utah,8000,8.987196821,4405,8.390495538
Bachelor's degree,LGL,53,Self-Employed,21,Divorced,4621,US,38,Female,White,Wisconsin,81000,11.30220443,880,6.779921907
high-school,LGL,24, Private Employee,16,One of Single,4220,US,55,Male,White,Nevada,28000,10.23995979,3129,8.048468744
Master's degree,LGL,60, Private Employee,22,One of Single,3050,US,40,Male,White,North Carolina,119800,11.69357896,457,6.124683391
post-high-school,LGL,27,Government Employee,19,One of Single,5110,US,40,Female,non White,Georgia,22000,9.998797732,3538,8.171316875
high-school,MGR,68, Private Employee,16,Widowed,10,US,40,Male,White,Maryland,176400,12.08050942,210,5.347107531
Bachelor's degree,LGL,43,Government Employee,21,Married,2310,non US,40,Female,White,Texas,55000,10.91508846,1632,7.397561536
high-school,LGL,44, Private Employee,16,Married,9130,US,45,Male,White,Wyoming,58000,10.96819829,1532,7.33432935
post-high-school,LGL,38, Private Employee,19,One of Single,3601,US,40,Female,non White,Texas,45000,10.71441777,2100,7.649692624
Master's degree,MGR,55,Government Employee,22,Divorced,230,non US,50,Female,non White,New York,40000,10.59663473,2353,7.763446389
Bachelor's degree,FIN,56,Government Employee,21,Divorced,930,US,40,Female,White,Utah,55020,10.91545203,1631,7.396948603
post-high-school,LGL,58, Private Employee,19,Married,2721,US,40,Male,White,California,120000,11.69524702,415,6.02827852
Associate's degree,LGL,50,Government Employee,20,Married,5820,US,40,Female,White,Ohio,37600,10.53475933,2583,7.856706793
Bachelor's degree,MGR,25, Private Employee,21,One of Single,52,US,56,Female,White,North Carolina,51000,10.83958091,1766,7.476472381
post-high-school,LGL,18, Private Employee,18,One of Single,4055,US,10,Female,non White,Maine,9300,9.137769679,4354,8.378850242
high-school,LGL,63,Government Employee,16,Married,7315,US,45,Male,White,Ohio,65000,11.08214255,1263,7.141245122
high-school,LGL,49, Private Employee,16,Married,6260,US,40,Male,White,Missouri,61000,11.01862914,1387,7.23489842
high-school,LGL,29, Private Employee,16,Separated,8140,US,60,Male,White,Texas,30000,10.30895266,2949,7.989221409
Master's degree,SCI,65,Government Employee,22,Married,1825,non US,40,Female,White,Texas,61400,11.02516511,1381,7.230563153
post-high-school,LGL,50, Private Employee,18,Divorced,2640,US,40,Male,White,Florida,55000,10.91508846,1632,7.397561536
post-high-school,LGL,42,Government Employee,19,One of Single,9265,US,40,Male,White,New York,29600,10.29552964,3074,8.030734924
Bachelor's degree,FIN,28, Private Employee,21,One of Single,845,US,50,Male,White,Massachusetts,10000,9.210340372,4271,8.359603271
Bachelor's degree,LGL,31,Self-Employed,21,One of Single,2360,US,45,Female,White,New York,8000,8.987196821,4405,8.390495538
high-school,LGL,55, Private Employee,16,Separated,8990,US,14,Female,non White,New Jersey,10400,9.249561085,4256,8.356085031
Master's degree,BUS,39, Private Employee,22,Married,710,US,45,Female,non White,Tennesse,110000,11.60823564,499,6.212606096
Bachelor's degree,SCI,52, Private Employee,21,Married,1650,non US,40,Male,non White,California,109000,11.59910316,531,6.274762021
Bachelor's degree,MGR,50, Private Employee,21,Married,440,US,58,Female,White,Washington,25000,10.1266311,3296,8.100464891
no diploma,LGL,36, Private Employee,15,Divorced,4230,non US,30,Female,White,Florida,24000,10.08580911,3408,8.133880888
Master's degree,MGR,32,Government Employee,22,Married,440,US,40,Male,White,New Jersey,90000,11.40756495,740,6.606650186
high-school,LGL,67, Private Employee,16,One of Single,5240,US,40,Female,White,Michigan,25000,10.1266311,3296,8.100464891
high-school,LGL,46, Private Employee,16,Widowed,3645,US,30,Female,White,Ohio,26000,10.16585182,3241,8.083637203
Bachelor's degree,MGR,31, Private Employee,21,Married,20,US,60,Female,White,New York,79000,11.27720313,941,6.84694314
high-school,LGL,28, Private Employee,16,Married,4510,US,25,Female,White,Virginia,15000,9.61580548,3962,8.284504227
Bachelor's degree,MGR,41, Private Employee,21,One of Single,102,US,43,Female,White,Michigan,56000,10.93310697,1595,7.374629015
post-high-school,MGR,60, Private Employee,19,Married,10,US,40,Male,non White,Texas,250000,12.4292162,113,4.727387819
Bachelor's degree,LGL,32,Government Employee,21,Married,2545,non US,40,Female,non White,New Mexico,18200,9.809176873,3804,8.243808424
high-school,LGL,57, Private Employee,16,Married,6460,US,40,Male,White,Pennsylvania,58000,10.96819829,1532,7.33432935
Bachelor's degree,FIN,39, Private Employee,21,Married,800,US,40,Male,non White,New York,175000,12.07254125,215,5.370638028
post-high-school,LGL,46,Government Employee,19,Married,5600,US,40,Male,non White,Texas,80000,11.28978191,893,6.794586581
high-school,LGL,40, Private Employee,16,Married,5000,US,37,Male,White,Missouri,40000,10.59663473,2353,7.763446389
high-school,LGL,57, Private Employee,16,One of Single,5240,US,40,Female,White,California,35000,10.46310334,2685,7.895436007
post-high-school,LGL,23, Private Employee,18,One of Single,6305,US,50,Male,White,Illinois,48000,10.77895629,1970,7.585788822
Bachelor's degree,LGL,31, Private Employee,21,One of Single,5410,US,45,Male,White,Georgia,65000,11.08214255,1263,7.141245122
Master's degree,LGL,58, Private Employee,22,Married,3602,US,30,Male,White,New York,22510,10.02171493,3527,8.16820293
Master's degree,LGL,67, Private Employee,22,Married,2435,US,40,Female,White,Ohio,49000,10.79957558,1937,7.568895663
high-school,LGL,30, Private Employee,17,One of Single,4700,US,60,Male,White,Florida,23000,10.04324949,3498,8.159946656
Bachelor's degree,CMM,32, Private Employee,21,One of Single,1006,US,45,Female,non White,Georgia,46000,10.73639668,2057,7.62900389
Master's degree,LGL,43, Private Employee,22,Married,2310,US,45,Female,White,Wisconsin,50000,10.81977828,1785,7.487173694
Bachelor's degree,LGL,39,Self-Employed,21,Married,2360,US,35,Female,White,South Carolina,51000,10.83958091,1766,7.476472381
high-school,LGL,44, Private Employee,16,Divorced,4700,US,60,Male,non White,South Carolina,77000,11.2515607,979,6.886531643
no diploma,LGL,17,Government Employee,14,One of Single,5820,US,10,Female,White,Virginia,2000,7.60090246,4811,8.478660242
post-high-school,LGL,26, Private Employee,18,One of Single,5860,US,50,Female,non White,California,50000,10.81977828,1785,7.487173694
